dat...date.name.,SPOUT.LEFT.BOTTOM.1FI33513.PV,ROOF.HT.BAY.TOTAL.PWR.1CLBAYTOT_CPV,l_n.2_glass,TMP.GLASS..LEFT.EXIT.1TIC30109.PV,S_AB7_C4_L,re_btm_up_dn,cluster
2016-11-17 16,2.885013505,2.008477904,-0.389070615,1.020221405,1.334483792,-0.782725278,1.300024576
2016-11-17 17,2.846765807,1.912743658,-0.377738836,1.009057002,1.30066161,-0.745707906,1.300024576
2016-11-17 18,2.755700949,1.815234321,-0.344685388,0.970011205,1.222139824,-0.774765955,1.300024576
2016-11-17 19,2.617305807,1.721348509,-0.298403781,0.915044719,1.177489052,-0.68224182,1.300024576
2016-11-17 20,2.51311426,1.814836861,-0.304308547,0.927650464,1.139302366,-0.326888457,1.300024576
2016-11-17 21,2.442917533,1.841981832,-0.255233023,0.957059267,1.148909685,-0.282892941,1.300024576
2016-11-17 22,2.370914603,1.865985943,-0.222441695,0.975424151,1.16573578,-0.267345432,1.300024576
2016-11-17 23,2.320420275,1.962887834,-0.136355728,1.011838644,1.218393016,-0.255631511,1.300024576
2016-11-18 00,2.2724107,2.006967297,-0.073571884,1.046379694,1.239475485,-0.308350152,1.300024576
2016-11-18 01,2.242313217,2.015449253,-0.218131104,1.055225018,1.24084794,-0.399590438,1.300024576
2016-11-18 02,2.2184983,2.003591336,-0.255951623,1.063833511,1.288410365,-0.403737945,1.300024576
2016-11-18 03,2.187915503,1.934160799,-0.281473985,1.071129253,1.313170939,-0.337811388,1.300024576
2016-11-18 04,2.160317393,1.934423092,-0.286282479,1.064324722,1.354202184,-0.387798522,1.300024576
2016-11-18 05,2.134903387,1.927935464,-0.288067721,1.067331832,1.365149814,-0.588852638,1.300024576
2016-11-18 06,2.115184914,1.694672416,-0.228628662,1.015101467,1.441316774,-0.711476475,1.300024576
2016-11-18 07,2.093855579,1.701953077,-0.200752763,0.981841185,1.559089759,-1.384127042,1.300024576
2016-11-18 08,2.085797919,1.7334078,-0.266294551,0.975384734,1.565761043,-0.92454895,1.300024576
2016-11-18 09,2.108172821,1.776961621,-0.336890763,0.977758035,1.500226486,-0.891483873,1.300024576
2016-11-18 10,2.228694068,1.752519942,-0.355698388,0.982032556,1.418420404,-0.844672757,1.300024576
2016-11-18 11,2.388369435,1.605029055,-0.347610734,0.971968286,1.348369064,-0.815637045,1.300024576
2016-11-18 12,2.537001329,1.149471122,-0.272982596,0.839225426,1.363756191,-0.903465411,1.300024576
2016-11-18 13,2.716997564,1.225032501,-0.273137397,0.789862193,1.52823928,-0.889627553,1.300024576
2016-11-18 14,2.764347124,1.255984733,-0.294704062,0.798063481,1.747648939,-0.6606976,1.300024576
2016-11-18 15,2.781425093,1.299006718,-0.313184102,0.795138745,1.842585467,-0.53111955,1.300024576
2016-11-18 16,2.802771569,1.34058298,-0.324155443,0.77951875,1.874775811,-0.690919104,1.300024576
2016-11-18 17,2.790578438,1.297558993,-0.323026169,0.771442463,1.719783807,-0.893568148,1.300024576
2016-11-18 18,2.75154635,1.301154154,-0.328985468,0.757491234,1.467073536,-0.941652995,1.300024576
2016-11-18 19,2.713714928,1.330041849,-0.333024803,0.747335992,1.330671874,-0.934423484,1.300024576
2016-11-18 20,2.682458949,1.363671239,-0.339181278,0.751873869,1.282754042,-0.932257622,1.300024576
2016-11-18 21,2.652826644,1.319354749,-0.339459714,0.75051188,1.242028721,-0.934518491,1.300024576
2016-11-18 22,2.605510239,1.139625397,-0.313899589,0.698328647,1.129589925,-0.93860132,1.300024576
2016-11-18 23,2.552570067,0.92070228,-0.28159593,0.62128443,0.976181028,-0.957579782,1.300024576
2016-11-19 00,2.539095281,0.709103862,-0.24465338,0.522837632,0.814790972,-0.982201225,1.300024576
2016-11-19 01,2.533237472,0.541853543,-0.203490966,0.418285617,0.650926812,-1.008210891,1.300024576
2016-11-19 02,2.531723792,0.412268404,-0.202250826,0.351941343,0.476410687,-0.977434957,1.300024576
2016-11-19 03,2.534244161,0.348402091,-0.197083251,0.285780356,0.310977269,-0.958804289,1.300024576
2016-11-19 04,2.534040427,0.316998806,-0.193580033,0.224955775,0.170951054,-0.949135882,1.300024576
2016-11-19 05,2.52394958,0.285327979,-0.199696141,0.18553249,0.056915027,-0.889400059,1.300024576
2016-11-19 06,2.519660108,0.202017892,-0.199066591,0.142729384,-0.068074271,-0.81956363,1.300024576
2016-11-19 07,2.485556096,0.239516518,-0.205575382,0.113892876,-0.166339618,-0.815529598,1.300024576
2016-11-19 08,2.435581423,0.325216204,-0.227956694,0.124271324,-0.298407245,-0.852276985,1.300024576
2016-11-19 09,2.438352797,0.417299696,-0.236432283,0.12832544,-0.481221157,-0.904802954,1.323291388
2016-11-19 10,2.561659652,0.483479129,-0.260483476,0.157563512,-0.654992167,-0.881973846,1.323291388
2016-11-19 11,2.731435415,0.505530984,-0.254989592,0.164971554,-0.787652048,-0.856222754,1.323291388
2016-11-19 12,2.869142696,0.499108429,-0.256241234,0.17789833,-0.773185328,-1.007886854,1.323291388
2016-11-19 13,2.981693648,0.502037492,-0.262003361,0.175615388,-0.686420162,-1.276095937,1.323291388
2016-11-19 14,3.070504059,0.535479254,-0.26388097,0.177020362,-0.656246916,-1.296203957,1.323291388
2016-11-19 15,3.048667495,0.577679692,-0.259994528,0.180723183,-0.687002089,-1.312196381,1.323291388
2016-11-19 16,2.976445321,0.653093326,-0.263617756,0.189568701,-0.800925402,-1.350486872,1.323291388
2016-11-19 17,2.912501593,0.745387596,-0.263278605,0.192300753,-0.884657312,-1.400310948,1.323291388
2016-11-19 18,2.858152366,0.820188384,-0.277733948,0.227607046,-0.853021401,-1.449870941,1.323291388
2016-11-19 19,2.841917475,0.839523087,-0.284097441,0.254785431,-0.755400834,-1.490952419,1.323291388
2016-11-19 20,2.817272082,0.84641131,-0.278814915,0.264272383,-0.674876345,-1.642093411,1.323291388
2016-11-19 21,2.818240901,0.821460984,-0.295097936,0.285428085,-0.668003266,-1.300347132,1.323291388
2016-11-19 22,2.824352294,0.744741289,-0.301154756,0.293268158,-0.666634231,-1.231777631,1.323291388
2016-11-19 23,2.803969477,0.706816876,-0.302968521,0.290719345,-0.665972659,-1.212846696,1.323291388
2016-11-20 00,2.805366314,0.707129512,-0.285627574,0.291889962,-0.681471849,-1.151781033,1.323291388
2016-11-20 03,2.647688873,0.675281369,-0.274835387,0.260891812,-0.70651766,-1.071693759,1.323291388
2016-11-20 04,2.600645032,0.600948478,-0.276140915,0.24729909,-0.67826966,-0.957277019,1.323291388
2016-11-20 05,2.54370367,0.593274359,-0.266425299,0.248366483,-0.604907317,-0.916908513,1.323291388
2016-11-20 06,2.485985627,0.621520959,-0.249846243,0.248694954,-0.541740889,-0.213249876,1.323291388
2016-11-20 07,2.472034217,0.714273759,-0.283160222,0.258145776,-0.486813463,-0.732808481,1.323291388
2016-11-20 08,2.426937799,0.748569472,-0.298525089,0.27153473,-0.472743221,-0.77758994,1.323291388
2016-11-20 09,2.438667354,0.736575141,-0.299060794,0.276230038,-0.506076115,-0.825877449,1.323291388
2016-11-20 10,2.497271653,0.731876312,-0.296266969,0.284931012,-0.555415474,-0.892628028,1.323291388
2016-11-20 11,2.572756179,0.713414558,-0.283090828,0.2764442,-0.567119126,-0.681772719,1.323291388
2016-11-20 12,2.666256739,0.708377978,-0.282236184,0.279263031,-0.560474447,-0.599731623,1.323291388
2016-11-20 13,2.821280984,0.797237484,-0.27216103,0.238064382,-0.577878707,-0.317025611,1.323291388
2016-11-20 14,2.897662739,0.823349224,-0.315157418,0.2764003,-0.562489665,-0.168015947,1.323291388
2016-11-20 15,2.932244265,0.762608287,-0.332867441,0.295644145,-0.46217798,-0.118649723,1.323291388
2016-11-20 16,2.922603768,0.765095702,-0.343041184,0.299002411,-0.374640034,-0.062346044,1.323291388
2016-11-20 17,2.837800183,0.760458699,-0.346691449,0.293191822,-0.30528371,-0.102492023,1.323291388
2016-11-20 18,2.713216892,0.804475129,-0.345638581,0.286660569,-0.181385291,-0.145615285,1.323291388
2016-11-20 19,2.603377854,0.797050802,-0.347226769,0.277119631,-0.072056592,-0.123340006,1.323291388
2016-11-20 20,2.516283285,0.828484602,-0.355408291,0.290438458,-0.108981757,-0.09265327,1.323291388
2016-11-20 21,2.458438169,0.846403983,-0.357776337,0.297580982,-0.137365176,-0.078950046,1.323291388
2016-11-20 22,2.425985528,0.869768131,-0.355694609,0.299257612,-0.146736127,-0.090196461,1.323291388
2016-11-20 23,2.360527942,0.880203438,-0.356327414,0.305030399,-0.140001716,-0.08226175,1.323291388
2016-11-21 00,2.401222136,0.858583865,-0.355903061,0.307263486,-0.100068804,-0.06864143,1.323291388
2016-11-21 01,2.380894419,0.82688256,-0.358522437,0.317505204,-0.080032894,-0.24450698,1.323291388
2016-11-21 02,2.377138124,0.803568794,-0.341808715,0.299781821,-0.086865861,-0.372933217,1.323291388
2016-11-21 03,2.399484734,0.791476004,-0.26434149,0.299034698,-0.122394019,-0.739553472,1.323291388
2016-11-21 04,2.361675969,0.795697494,-0.183265424,0.29392216,-0.186310759,-0.633241085,1.323291388
2016-11-21 05,2.367200181,0.793854234,-0.228598952,0.289459526,-0.23487368,-0.450669408,1.323291388
2016-11-21 06,2.308784135,0.791967995,-0.269433613,0.278601128,-0.229435601,-0.412244144,1.323291388
2016-11-21 07,2.286421926,0.806210337,-0.289561672,0.277351461,-0.228312852,-0.384792468,1.323291388
2016-11-21 08,2.271172876,0.808414499,-0.295756954,0.272413162,-0.281128111,-0.361909642,1.323291388
2016-11-21 09,2.299481801,0.733587425,-0.29819298,0.267935783,-0.318237256,-0.297301953,1.323291388
2016-11-21 10,2.35374909,0.674519683,-0.2998104,0.266076538,-0.384606968,-0.189141261,1.323291388
2016-11-21 11,2.433258145,0.621772789,-0.30340149,0.265836227,-0.426838213,-0.128810065,1.3465582
2016-11-21 12,2.488703473,0.649061578,-0.300185181,0.258057931,-0.445072122,-0.097921937,1.3465582
2016-11-21 13,2.567691746,0.593292185,-0.306012359,0.264298863,-0.509605909,-0.083649696,1.3465582
2016-11-21 14,2.635217098,0.582392155,-0.308124217,0.268773584,-0.515586042,-0.077556972,1.3465582
2016-11-21 15,2.711412705,0.574207123,-0.310189869,0.273221517,-0.531034484,-0.070762745,1.3465582
2016-11-21 16,2.736774043,0.653833863,-0.310141248,0.273418132,-0.566435395,-0.07872961,1.3465582
2016-11-21 17,2.744702553,0.657348354,-0.307683881,0.267218906,-0.590203066,-0.086571541,1.3465582
2016-11-21 18,2.74454007,0.667198158,-0.316738734,0.27574492,-0.595702357,-0.0861362,1.3465582
2016-11-21 19,2.731749823,0.705253659,-0.32374917,0.277548706,-0.587452411,-0.091194536,1.3465582
2016-11-21 20,2.684874308,0.689498633,-0.338785939,0.285369781,-0.617590879,-0.036946004,1.3465582
2016-11-21 21,2.631049895,0.696413029,-0.33900301,0.284114551,-0.706876179,-0.013299134,1.3465582
2016-11-21 22,2.58325651,0.645281811,-0.339178547,0.279689581,-0.727762905,-0.0264876,1.3465582
2016-11-21 23,2.551170887,0.619511901,-0.338924064,0.272489927,-0.701966167,-0.072377688,1.3465582
2016-11-22 00,2.524196226,0.62540787,-0.33902589,0.266941526,-0.658135948,-0.119134451,1.3465582
2016-11-22 01,2.506194811,0.601741549,-0.340643584,0.269080014,-0.598514839,-0.124701469,1.3465582
2016-11-22 02,2.487765081,0.661889769,-0.346574666,0.276754743,-0.598413446,-0.11713897,1.3465582
2016-11-22 03,2.459229884,0.670972826,-0.346666598,0.286116491,-0.578656719,-0.145356111,1.3465582
2016-11-22 04,2.386598908,0.676830952,-0.339584961,0.283927856,-0.561157392,-0.164481139,1.3465582
2016-11-22 05,2.30926589,0.674112667,-0.339173483,0.285917868,-0.568396924,-0.176116003,1.3465582
2016-11-22 06,2.295430196,0.6651661,-0.336949107,0.281321963,-0.537577222,-0.175470885,1.3465582
2016-11-22 07,2.278732352,0.688398139,-0.337068568,0.282520946,-0.525633201,-0.227050994,1.3465582
2016-11-22 08,2.251828686,0.666665189,-0.334997965,0.281734704,-0.53579444,-0.247844267,1.3465582
2016-11-22 09,2.191571562,0.683905896,-0.337628335,0.292901175,-0.607158185,-0.242898563,1.3465582
2016-11-22 10,2.204692142,0.669840833,-0.332788093,0.286766324,-0.732126862,-0.183882434,1.3465582
2016-11-22 11,2.205930055,0.634550599,-0.334576917,0.288664643,-0.789472652,-0.212662056,1.3465582
2016-11-22 12,2.254731405,0.598005743,-0.333153794,0.292156374,-0.824148967,-0.284139531,1.3465582
2016-11-22 13,2.288345654,0.567029377,-0.319934009,0.276382908,-0.823552062,-0.264687613,1.3465582
2016-11-22 15,2.377523528,0.604544659,-0.305157522,0.258833415,-0.689200396,-0.235738223,1.3465582
2016-11-22 16,2.314289042,0.609070589,-0.303925077,0.255632662,-0.639954326,-0.238741562,1.3465582
2016-11-22 17,2.265031916,0.619110135,-0.302359891,0.255107835,-0.639684958,-0.276351524,1.3465582
2016-11-22 18,2.186009657,0.619329449,-0.302802336,0.253563789,-0.632266028,-0.309241393,1.3465582
2016-11-22 19,2.116109041,0.613195396,-0.30323829,0.250394887,-0.65838555,-0.322580098,1.3465582
2016-11-22 20,2.078802701,0.601689052,-0.303805093,0.248564698,-0.7095397,-0.3335245,1.3465582
2016-11-22 21,2.021285189,0.59281277,-0.30826515,0.25502411,-0.68375753,-0.342021321,1.3465582
2016-11-22 22,1.956961009,0.59129578,-0.305997946,0.25083504,-0.700095875,-0.346311316,1.3465582
2016-11-22 23,1.92369376,0.591348239,-0.314951105,0.258851894,-0.695100645,-0.3519708,1.3465582
2016-11-23 00,1.902311312,0.593465234,-0.328689721,0.268482408,-0.654748241,-0.384376242,1.3465582
2016-11-23 01,1.889030355,0.653871593,-0.337073442,0.276834746,-0.592033005,-0.386546481,1.3465582
2016-11-23 02,1.864509575,0.678967776,-0.34203659,0.28365899,-0.537618703,-0.384973579,1.3465582
2016-11-23 03,1.85723672,0.697413895,-0.341728284,0.283139711,-0.508746304,-0.375329819,1.3465582
2016-11-23 04,1.833417266,0.712892126,-0.338998434,0.282225204,-0.47077328,-0.380494931,1.3465582
2016-11-23 05,1.796129667,0.737730284,-0.34305382,0.287962032,-0.445627615,-0.372446723,1.3465582
2016-11-23 06,1.731079786,0.745966641,-0.343749652,0.288711184,-0.428806,-0.38434016,1.3465582
2016-11-23 07,1.675409313,0.790764736,-0.345451577,0.288201572,-0.394875585,-0.39086088,1.3465582
2016-11-23 08,1.639116156,0.828757356,-0.344307734,0.28767659,-0.372409035,-0.437667595,1.3465582
2016-11-23 09,1.697268326,0.811672929,-0.343422243,0.292066417,-0.37311325,-0.433145718,1.3465582
2016-11-23 10,1.79610016,0.813645239,-0.344540268,0.29775586,-0.22909548,-0.419473343,1.3465582
2016-11-23 11,1.864766422,0.847787694,-0.339208187,0.291914523,-0.135425636,-0.402356143,1.3465582
2016-11-23 12,1.961169671,0.828363898,-0.328611043,0.274666641,-0.096707702,-0.338912706,1.369825013
2016-11-23 13,2.055398038,0.844847149,-0.330308847,0.273549822,-0.077672699,-0.310509477,1.369825013
2016-11-23 14,2.169176198,0.875896896,-0.331493419,0.273419665,-0.018864962,-0.297141285,1.369825013
2016-11-23 15,2.206350097,0.877372985,-0.329520446,0.272438065,0.045772887,-0.2882325,1.369825013
2016-11-23 16,2.221939326,0.877667832,-0.326375153,0.274386714,0.059018336,-0.295318102,1.369825013
2016-11-23 17,2.213145437,0.87620636,-0.320987331,0.271962652,0.045602587,-0.295939555,1.369825013
2016-11-23 18,2.123347614,0.872386749,-0.320756201,0.269978766,0.041612537,-0.308216441,1.369825013
2016-11-23 19,2.029486352,0.887302553,-0.318060802,0.265192559,0.023399352,-0.319259697,1.369825013
2016-11-23 20,1.954957182,0.905314388,-0.317541479,0.26395048,0.011265743,-0.333215777,1.369825013
2016-11-23 21,1.87381784,0.897606732,-0.320599019,0.26383513,0.028124154,-0.343825147,1.369825013
2016-11-23 22,1.841881859,0.813517208,-0.331309085,0.276252944,0.079152835,-0.349991846,1.369825013
2016-11-23 23,1.820472395,0.796736126,-0.331475165,0.280264291,0.082671276,-0.333391748,1.369825013
2016-11-24 00,1.765373712,0.793425162,-0.330596075,0.278284938,0.094165678,-0.331972202,1.369825013
2016-11-24 01,1.710054095,0.830095934,-0.328360288,0.272193071,0.142914835,-0.344748831,1.369825013
2016-11-24 02,1.663708583,0.829804259,-0.332963921,0.276040822,0.171656294,-0.354563618,1.369825013
2016-11-24 03,1.626514905,0.83400392,-0.33303304,0.275708817,0.185226853,-0.359254375,1.369825013
2016-11-24 04,1.604087394,0.845216473,-0.338262583,0.281672535,0.177666452,-0.40649515,1.369825013
2016-11-24 05,1.557099157,0.844401347,-0.339716026,0.281714951,0.186979918,-0.411230696,1.369825013
2016-11-24 06,1.526679911,0.844391754,-0.348455094,0.291374427,0.200964361,-0.4159707,1.369825013
2016-11-24 07,1.505162857,0.858294418,-0.353392901,0.296231097,0.216066423,-0.408780065,1.369825013
2016-11-24 08,1.49164679,0.862215773,-0.353891203,0.295909205,0.224691782,-0.403302996,1.369825013
2016-11-24 09,1.530799013,0.883175442,-0.355734495,0.295026583,0.162484061,-0.333821026,1.369825013
2016-11-24 10,1.697496229,0.938332215,-0.354865197,0.294052983,0.137372285,-0.295555009,1.369825013
2016-11-24 11,1.856505473,0.963453664,-0.343243288,0.285419025,0.158291977,-0.280854114,1.369825013
2016-11-24 12,1.939117837,0.977553284,-0.337763993,0.283357375,0.21330869,-0.282193874,1.369825013
2016-11-24 13,2.066479233,0.977873247,-0.33586491,0.285115331,0.240334496,-0.271314381,1.369825013
2016-11-24 14,2.156123619,0.967849299,-0.331112506,0.28456232,0.303425486,-0.269094583,1.369825013
2016-11-24 15,2.231837797,0.963506085,-0.330737245,0.287271806,0.428503969,-0.255639457,1.369825013
2016-11-24 16,2.265070261,0.941807881,-0.328764052,0.29012132,0.477202515,-0.261938932,1.369825013
2016-11-24 17,2.195119052,0.945459617,-0.332941603,0.291913415,0.493345391,-0.319152158,1.369825013
2016-11-24 18,2.100738967,0.946332603,-0.332474313,0.291433883,0.506054566,-0.340899768,1.369825013
2016-11-24 19,2.012090001,0.950006509,-0.333190942,0.291161516,0.535138575,-0.343048732,1.369825013
2016-11-24 20,1.971457401,0.942071231,-0.312416078,0.292921485,0.51942692,-0.741804571,1.369825013
2016-11-24 21,1.938591332,0.922076662,-0.286564316,0.285088961,0.52642687,-0.847665494,1.369825013
2016-11-24 22,1.886005544,0.950536116,-0.324115898,0.281575564,0.540425231,-0.482901893,1.369825013
2016-11-24 23,1.800605881,0.994254715,-0.342157459,0.283604221,0.565887866,-0.36821123,1.369825013
2016-11-25 00,1.755974582,0.92889985,-0.346326477,0.284613477,0.621052549,-0.302027428,1.369825013
2016-11-25 01,1.72165014,0.843103519,-0.343845401,0.28180091,0.578500743,-0.285849354,1.369825013
2016-11-25 02,1.683849352,0.859769336,-0.33776021,0.272913869,0.536142354,-0.298875306,1.369825013
2016-11-25 03,1.65032401,0.829036417,-0.336052988,0.270077044,0.547617948,-0.303942985,1.369825013
2016-11-25 04,1.65610928,0.824263149,-0.334837667,0.268536339,0.514727253,-0.349458691,1.369825013
2016-11-25 05,1.706344033,0.826750376,-0.330903676,0.272455126,0.463624604,-0.344097823,1.369825013
2016-11-25 06,1.73626376,0.803310656,-0.32879933,0.276785729,0.45033333,-0.337178963,1.369825013
2016-11-25 07,1.755416968,0.803574119,-0.328669691,0.276736474,0.462223629,-0.334965158,1.369825013
2016-11-25 08,1.726898852,0.808685175,-0.32554782,0.271114726,0.460239496,-0.338255461,1.369825013
2016-11-25 09,1.753069017,0.825082355,-0.32616615,0.272770588,0.407378823,-0.352914835,1.369825013
2016-11-25 10,1.838964758,0.83405838,-0.320195828,0.26038082,0.365953083,-0.336383665,1.369825013
2016-11-25 11,1.975026866,0.858181041,-0.323481734,0.263029351,0.37148257,-0.325260751,1.369825013
2016-11-25 12,2.117929953,0.854523942,-0.332394476,0.2770389,0.366773396,-0.301346852,1.393091825
2016-11-25 13,2.230160566,0.849662413,-0.334884288,0.288397939,0.365359974,-0.27852204,1.393091825
2016-11-25 14,2.343253711,0.851562286,-0.331828739,0.292907412,0.361857845,-0.252574893,1.393091825
2016-11-25 15,2.391957939,0.836439632,-0.327427037,0.293173823,0.367860239,-0.266777397,1.393091825
2016-11-25 16,2.402859599,0.823348355,-0.327018577,0.297850978,0.358203403,-0.270658199,1.393091825
2016-11-25 17,2.359934652,0.826416817,-0.327503559,0.301866692,0.323934406,-0.287328669,1.393091825
2016-11-25 18,2.260232397,0.838078383,-0.327213582,0.301927692,0.301751655,-0.297237228,1.393091825
2016-11-25 19,2.129287331,0.852749947,-0.333681369,0.301602178,0.286068315,-0.348282623,1.393091825
2016-11-25 20,2.04420095,0.849450502,-0.339582923,0.302971534,0.272578358,-0.381813395,1.393091825
2016-11-25 21,1.979097035,0.830794625,-0.342222488,0.301275367,0.283666775,-0.367369953,1.393091825
2016-11-25 22,1.925624101,0.829352225,-0.346020512,0.301294248,0.287308564,-0.332010316,1.393091825
2016-11-25 23,1.8903481,0.821945573,-0.351822645,0.303524633,0.308005875,-0.332694033,1.393091825
2016-11-26 00,1.902676609,0.831014996,-0.353163151,0.305497667,0.345136529,-0.326090999,1.393091825
2016-11-26 01,1.920253,0.807737826,-0.348027712,0.309422167,0.33421701,-0.316873779,1.393091825
2016-11-26 02,1.910816385,0.795650247,-0.34118071,0.307462236,0.298971146,-0.309924648,1.393091825
2016-11-26 03,1.910361439,0.836967465,-0.340334741,0.301955148,0.305722178,-0.305464584,1.393091825
2016-11-26 04,1.89226139,0.812704159,-0.344123836,0.297156396,0.358822399,-0.263270434,1.393091825
2016-11-26 05,1.90510638,0.790638745,-0.34901613,0.306589859,0.356832213,-0.233894169,1.393091825
2016-11-26 06,1.901824664,0.803505799,-0.341713676,0.29965778,0.350563528,-0.238132398,1.393091825
2016-11-26 07,1.874308551,0.798694689,-0.327333636,0.275348661,0.340586028,-0.087377396,1.393091825
2016-11-26 08,1.894160178,0.808972696,-0.330112254,0.275643306,0.272264294,0.227070136,1.393091825
2016-11-26 09,1.907457208,0.746339025,-0.338556722,0.296255967,0.173985439,0.172077921,1.393091825
2016-11-26 10,1.955118538,0.765890888,-0.339116071,0.292482936,0.151850393,0.211517257,1.393091825
2016-11-26 11,2.014397294,0.801353113,-0.333228977,0.277623095,0.142053623,0.182832482,1.393091825
2016-11-26 12,2.087912036,0.749278663,-0.337951527,0.284055111,0.148458411,0.054203086,1.393091825
2016-11-26 13,2.101221671,0.762726838,-0.334619096,0.286451,0.288488286,0.022862778,1.393091825
2016-11-26 14,2.046286568,0.780763826,-0.334951797,0.286745634,0.384221599,0.002877751,1.393091825
2016-11-26 15,2.039761568,0.724608379,-0.330976427,0.282644579,0.444530884,-0.331951713,1.393091825
2016-11-26 16,2.066741656,0.74594991,-0.320733506,0.261093782,0.536330949,-0.391928854,1.393091825
2016-11-26 17,2.107196263,0.750702141,-0.326175344,0.263096538,0.537200403,-0.401592665,1.393091825
2016-11-26 18,2.109797888,0.793668609,-0.337292486,0.279001903,0.510330843,-0.415248615,1.393091825
2016-11-26 19,2.118746283,0.834671075,-0.346980987,0.29765568,0.489859813,-0.42335694,1.393091825
2016-11-26 20,2.11057608,0.768558754,-0.324351129,0.270629244,0.443915102,-0.413419715,1.393091825
2016-11-26 21,2.114285193,0.75583023,-0.306316429,0.241446939,0.429417468,-0.400274017,1.393091825
2016-11-26 22,2.12961461,0.773865028,-0.294783072,0.221480962,0.424033284,-0.410383447,1.393091825
2016-11-26 23,2.136164491,0.774880471,-0.282456036,0.204561991,0.416941379,-0.429491231,1.393091825
2016-11-27 00,2.124097248,0.757978686,-0.276727771,0.194278523,0.428078937,-0.429602905,1.393091825
2016-11-27 01,2.123217188,0.75831655,-0.281750186,0.200979223,0.392284147,-0.591760727,1.393091825
2016-11-27 02,2.119837905,0.765006496,-0.258863785,0.184203069,0.386861285,-0.976501166,1.393091825
2016-11-27 03,2.13315777,0.779876224,-0.242183226,0.170569778,0.355847824,-0.878575127,1.393091825
2016-11-27 04,2.138698768,0.782027966,-0.235466909,0.169461809,0.275789404,-0.941958899,1.393091825
2016-11-27 05,2.141262701,0.774068479,-0.231377417,0.168472538,-0.017835433,-0.98295797,1.393091825
2016-11-27 06,2.151872787,0.692888153,-0.216491969,0.150027552,-0.093862357,-1.019176822,1.393091825
2016-11-27 07,2.157043387,0.506753164,-0.177623476,0.086976215,-0.143103469,-1.0609211,1.393091825
2016-11-27 08,2.155732135,0.448580351,-0.160949001,0.040074839,-0.181011588,-1.049860636,1.393091825
2016-11-27 09,2.168981064,0.283191874,-0.134551282,-0.022353455,-0.238390138,-1.063948105,1.393091825
2016-11-27 10,2.19301054,0.267163074,-0.124968905,-0.068994937,-0.321707651,-1.086213821,1.393091825
2016-11-27 11,2.224296263,0.265075386,-0.129288087,-0.094992046,-0.422442042,-1.080960284,1.393091825
2016-11-27 12,2.286810978,0.301987414,-0.136681778,-0.104409748,-0.525528045,-1.057854549,1.416358637
2016-11-27 13,2.32849469,0.345945154,-0.142718117,-0.100051392,-0.583453539,-1.04490471,1.416358637
2016-11-27 14,2.36362262,0.560347778,-0.176568719,-0.06017773,-0.560434129,-0.997327737,1.416358637
2016-11-27 15,2.374749633,0.79919616,-0.196939899,-0.013814813,-0.555522476,-0.359135448,1.416358637
2016-11-27 16,2.416828091,0.781740407,-0.213521664,0.021669744,-0.47494105,-0.285254939,1.416358637
2016-11-27 17,2.407746009,0.863085398,-0.233726668,0.064496281,-0.434137863,-0.240691226,1.416358637
2016-11-27 18,2.308572869,0.891577634,-0.250817221,0.100301847,-0.417219437,-0.210883823,1.416358637
2016-11-27 19,2.233034845,0.882400235,-0.256924347,0.118858654,-0.403583802,-0.185444757,1.416358637
2016-11-27 20,2.198563104,0.860833045,-0.263475528,0.136871184,-0.429622517,-0.153619779,1.416358637
2016-11-27 21,2.192769944,0.862377379,-0.277861346,0.167324899,-0.328784406,-0.265741577,1.416358637
2016-11-27 22,2.161552578,0.922756432,-0.259949025,0.173146312,-0.2244072,-0.956342155,1.416358637
2016-11-27 23,2.14870996,1.041746887,-0.243291575,0.185964069,-0.040849166,-1.033908473,1.416358637
2016-11-28 00,2.111930035,1.079967242,-0.213491812,0.18470521,0.048812094,-1.264049154,1.416358637
2016-11-28 01,2.067763261,1.07635822,-0.198816175,0.177502601,0.021781877,-1.349039734,1.416358637
2016-11-28 02,2.032925095,1.096164936,-0.18544634,0.161348079,-0.047348885,-1.451502816,1.416358637
2016-11-28 03,2.023524542,1.099919663,-0.18066752,0.152542259,-0.115913827,-1.512797519,1.416358637
2016-11-28 04,2.237086865,1.093776244,-0.173944961,0.142147919,-0.216231393,-1.514457044,1.416358637
2016-11-28 05,2.421349322,1.113184252,-0.172641424,0.135989664,-0.265557894,-1.521824077,1.416358637
2016-11-28 06,2.071875631,1.319327519,-0.178179123,0.141406034,-0.306439597,-1.56491284,1.416358637
2016-11-28 07,1.830075081,1.373113045,-0.183219857,0.149389322,-0.441698265,-1.589101217,1.416358637
2016-11-28 08,1.77699363,1.43650304,-0.203128315,0.179315237,-0.587684539,-1.346267861,1.416358637
2016-11-28 09,1.757602525,1.504496275,-0.212324395,0.19763433,-0.843089656,-1.205183287,1.416358637
2016-11-28 10,1.860113016,1.564418988,-0.212782264,0.206606315,-1.09913309,-1.2059939,1.416358637
2016-11-28 11,1.981437988,1.611621524,-0.214200645,0.214925826,-1.299563145,-1.169450469,1.416358637
2016-11-28 12,2.062431157,1.633605172,-0.214848424,0.224606631,-1.393714719,-1.150751439,1.416358637
2016-11-28 13,2.165566965,1.623515018,-0.215739987,0.229050907,-1.363386938,-1.158581093,1.416358637
